version,block,exp,id,sentence,cond,gender,structure,phonot_freq,lex_freq,figurativeness,target,distractor,noun,noun_transparency,subject_antecedent,object_antecedent,sentence_wav,pictureA_i,pictureA,pictureB_i,pictureB,CorrectPicture,SubjectBias,RespAllowedTime,StartSentence,onsetQue,onsetDet,onsetN,onsetTarget,offsetTarget,iOffset1,iOffsetN,iOnsetTarget,iOffsetTarget,sOffset1,sOnsetV1,sOnsetC2,sOnsetC3,sOnsetV2,sOffsetTarget,AonsetS,AoffsetS,AonsetO,AoffsetO,AonsetPN,AonsetAux,AonsetGerund,AonsetTarget,AoffsetTarget,end_sentence
1,4,anaphora,A14_C1,"Mientras el camarero sirve al peluquero, está quitando un plato de la mesa.",1,NA,NA,NA,NA,NA,plato,champú,NA,NA,camarero,peluquero,A14_C1.wav,plato,A14subj.bmp,champú,A14obj.bmp,A14subj.bmp,A14subj.bmp,3.711566,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655104,1.263684,1.687733,2.442044,2.742264,2.742264,3.062598,3.711566,4.096097,4.820398
2,4,anaphora,A14_C2,"Mientras el camarero sirve al peluquero, él está quitando un plato de la mesa.",2,NA,NA,NA,NA,NA,plato,champú,NA,NA,camarero,peluquero,A14_C2.wav,plato,A14subj.bmp,champú,A14obj.bmp,A14subj.bmp,A14subj.bmp,3.867579,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70537,1.319521,1.792375,2.536756,2.837019,3.002183,3.293777,3.867579,4.28291,5.050317
3,4,anaphora,A14_C3,"Mientras el camarero sirve al peluquero, está quitando un champú de la mesa.",3,NA,NA,NA,NA,NA,champú,plato,NA,NA,camarero,peluquero,A14_C3.wav,champú,A14obj.bmp,plato,A14subj.bmp,A14obj.bmp,A14subj.bmp,3.735464,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689366,1.258195,1.709722,2.428863,2.729094,2.729094,3.117371,3.735464,4.226044,5.01362
4,4,anaphora,A14_C4,"Mientras el camarero sirve al peluquero, él está quitando un champú de la mesa.",4,NA,NA,NA,NA,NA,champú,plato,NA,NA,camarero,peluquero,A14_C4.wav,champú,A14obj.bmp,plato,A14subj.bmp,A14obj.bmp,A14subj.bmp,3.901354,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733684,1.318167,1.798626,2.550835,2.851733,2.992863,3.288201,3.901354,4.354464,5.160818
2,4,anaphora,A15_C1,"Mientras el músico sorprende al atleta, está trayendo un violín a la oficina.",1,NA,NA,NA,NA,NA,violín,trofeo,NA,NA,músico,atleta,A15_C1.wav,violín,A15subj.bmp,trofeo,A15obj.bmp,A15subj.bmp,A15subj.bmp,3.869198,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781556,1.295377,1.951252,2.581237,2.8813,2.8813,3.242819,3.869198,4.278997,5.155034
1,4,anaphora,A15_C2,"Mientras el músico sorprende al atleta, él está trayendo un violín a la oficina.",2,NA,NA,NA,NA,NA,violín,trofeo,NA,NA,músico,atleta,A15_C2.wav,violín,A15subj.bmp,trofeo,A15obj.bmp,A15subj.bmp,A15subj.bmp,3.83476,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694822,1.180209,1.847337,2.474385,2.774651,2.955594,3.225667,3.83476,4.221371,5.141758
4,4,anaphora,A15_C3,"Mientras el músico sorprende al atleta, está trayendo un trofeo a la oficina.",3,NA,NA,NA,NA,NA,trofeo,violín,NA,NA,músico,atleta,A15_C3.wav,trofeo,A15obj.bmp,violín,A15subj.bmp,A15obj.bmp,A15subj.bmp,3.750188,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691567,1.181553,1.848733,2.451038,2.751236,2.751236,3.072245,3.750188,4.247453,5.133062
3,4,anaphora,A15_C4,"Mientras el músico sorprende al atleta, él está trayendo un trofeo a la oficina.",4,NA,NA,NA,NA,NA,trofeo,violín,NA,NA,músico,atleta,A15_C4.wav,trofeo,A15obj.bmp,violín,A15subj.bmp,A15obj.bmp,A15subj.bmp,3.874682,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694408,1.196506,1.937946,2.551528,2.851927,2.991175,3.272749,3.874682,4.325926,5.129407
4,4,anaphora,A16_C1,"Mientras el turista ve al poeta, está usando un mapa de la ciudad.",1,NA,NA,NA,NA,NA,mapa,texto,NA,NA,turista,poeta,A16_C1.wav,mapa,A16subj.bmp,texto,A16obj.bmp,A16subj.bmp,A16subj.bmp,2.902806,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562118,1.031784,1.229541,1.826265,2.126469,2.126469,2.436296,2.902806,3.218456,4.050159
3,4,anaphora,A16_C2,"Mientras el turista ve al poeta, él está usando un mapa de la ciudad.",2,NA,NA,NA,NA,NA,mapa,texto,NA,NA,turista,poeta,A16_C2.wav,mapa,A16subj.bmp,texto,A16obj.bmp,A16subj.bmp,A16subj.bmp,3.170417,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653063,1.187904,1.425785,2.023796,2.323844,2.489428,2.74096,3.170417,3.510961,4.339289
2,4,anaphora,A16_C3,"Mientras el turista ve al poeta, está usando un texto de la ciudad.",3,NA,NA,NA,NA,NA,texto,mapa,NA,NA,turista,poeta,A16_C3.wav,texto,A16obj.bmp,mapa,A16subj.bmp,A16obj.bmp,A16subj.bmp,3.081459,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614009,1.087159,1.279626,1.892319,2.192898,2.192898,2.55094,3.081459,3.462935,4.271371
1,4,anaphora,A16_C4,"Mientras el turista ve al poeta, él está usando un texto de la ciudad.",4,NA,NA,NA,NA,NA,texto,mapa,NA,NA,turista,poeta,A16_C4.wav,texto,A16obj.bmp,mapa,A16subj.bmp,A16obj.bmp,A16subj.bmp,3.098968,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680673,1.164194,1.343016,1.917101,2.21752,2.360601,2.615868,3.098968,3.493407,4.275766
1,5,anaphora,A17_C1,"Mientras el motorista abandona al futbolista, está reservando un casco en la tienda.",1,NA,NA,NA,NA,NA,casco,balón,NA,NA,motorista,futbolista,A17_C1.wav,casco,A17subj.bmp,balón,A17obj.bmp,A17subj.bmp,A17subj.bmp,4.20398,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700337,1.331633,1.815974,2.758796,3.058921,3.058921,3.431837,4.20398,4.610886,5.435833
2,5,anaphora,A17_C2,"Mientras el motorista abandona al futbolista, él está reservando un casco en la tienda.",2,NA,NA,NA,NA,NA,casco,balón,NA,NA,motorista,futbolista,A17_C2.wav,casco,A17subj.bmp,balón,A17obj.bmp,A17subj.bmp,A17subj.bmp,4.481785,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63158,1.371479,1.921402,2.889936,3.190843,3.379896,3.702163,4.481785,4.914808,5.711729
3,5,anaphora,A17_C3,"Mientras el motorista abandona al futbolista, está reservando un balón en la tienda.",3,NA,NA,NA,NA,NA,balón,casco,NA,NA,motorista,futbolista,A17_C3.wav,balón,A17obj.bmp,casco,A17subj.bmp,A17obj.bmp,A17subj.bmp,4.334578,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686453,1.454056,2.004845,2.944823,3.245068,3.245068,3.582168,4.334578,4.767154,5.591408
4,5,anaphora,A17_C4,"Mientras el motorista abandona al futbolista, él está reservando un balón en la tienda.",4,NA,NA,NA,NA,NA,balón,casco,NA,NA,motorista,futbolista,A17_C4.wav,balón,A17obj.bmp,casco,A17subj.bmp,A17obj.bmp,A17subj.bmp,4.324442,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658428,1.357466,1.83742,2.794026,3.094731,3.273537,3.56546,4.324442,4.69596,5.480501
3,5,anaphora,A18_C1,"Mientras el reportero aguanta al humorista, está revisando un artículo en la estación.",1,NA,NA,NA,NA,NA,artículo,monólogo,NA,NA,reportero,humorista,A18_C1.wav,artículo,A18subj.bmp,monólogo,A18obj.bmp,A18subj.bmp,A18subj.bmp,4.043008,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.730198,1.390046,1.939777,2.694558,2.995058,2.995058,3.340946,4.043008,4.636807,5.564541
4,5,anaphora,A18_C2,"Mientras el reportero aguanta al humorista, él está revisando un artículo en la estación.",2,NA,NA,NA,NA,NA,artículo,monólogo,NA,NA,reportero,humorista,A18_C2.wav,artículo,A18subj.bmp,monólogo,A18obj.bmp,A18subj.bmp,A18subj.bmp,4.10846,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659411,1.326893,1.805908,2.586077,2.886111,3.056387,3.340334,4.10846,4.712211,5.650101
1,5,anaphora,A18_C3,"Mientras el reportero aguanta al humorista, está revisando un monólogo en la estación.",3,NA,NA,NA,NA,NA,monólogo,artículo,NA,NA,reportero,humorista,A18_C3.wav,monólogo,A18obj.bmp,artículo,A18subj.bmp,A18obj.bmp,A18subj.bmp,4.022566,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656101,1.392171,1.86285,2.68473,2.985255,2.985255,3.353761,4.022566,4.673207,5.61498
2,5,anaphora,A18_C4,"Mientras el reportero aguanta al humorista, él está revisando un monólogo en la estación.",4,NA,NA,NA,NA,NA,monólogo,artículo,NA,NA,reportero,humorista,A18_C4.wav,monólogo,A18obj.bmp,artículo,A18subj.bmp,A18obj.bmp,A18subj.bmp,4.030689,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546932,1.284702,1.811345,2.577618,2.878043,3.026022,3.35664,4.030689,4.641111,5.583364
4,5,anaphora,A19_C1,"Mientras el padre asusta al hijo, está bebiendo un vino en el bar.",1,NA,NA,NA,NA,NA,vino,jugo,NA,NA,padre,hijo,A19_C1.wav,vino,A19subj.bmp,jugo,A19obj.bmp,A19subj.bmp,A19subj.bmp,2.951015,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642703,0.98236,1.443228,1.828075,2.12804,2.12804,2.427405,2.951015,3.238773,3.820516
3,5,anaphora,A19_C2,"Mientras el padre asusta al hijo, él está bebiendo un vino en el bar.",2,NA,NA,NA,NA,NA,vino,jugo,NA,NA,padre,hijo,A19_C2.wav,vino,A19subj.bmp,jugo,A19obj.bmp,A19subj.bmp,A19subj.bmp,3.444167,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64954,1.063241,1.65271,2.08,2.380029,2.53871,2.852298,3.444167,3.753038,4.296212
2,5,anaphora,A19_C3,"Mientras el padre asusta al hijo, está bebiendo un jugo en el bar.",3,NA,NA,NA,NA,NA,jugo,vino,NA,NA,padre,hijo,A19_C3.wav,jugo,A19obj.bmp,vino,A19subj.bmp,A19obj.bmp,A19subj.bmp,3.384154,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679509,1.115493,1.746878,2.18038,2.480388,2.480388,2.817385,3.384154,3.777356,4.379353
1,5,anaphora,A19_C4,"Mientras el padre asusta al hijo, él está bebiendo un jugo en el bar.",4,NA,NA,NA,NA,NA,jugo,vino,NA,NA,padre,hijo,A19_C4.wav,jugo,A19obj.bmp,vino,A19subj.bmp,A19obj.bmp,A19subj.bmp,3.060428,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555175,0.929916,1.417998,1.788292,2.088657,2.234474,2.507223,3.060428,3.403742,4.046059
2,5,anaphora,A20_C1,"Mientras el mecánico espera al compositor, está probando un motor en el garaje.",1,NA,NA,NA,NA,NA,motor,piano,NA,NA,mecánico,compositor,A20_C1.wav,motor,A20subj.bmp,piano,A20obj.bmp,A20subj.bmp,A20subj.bmp,3.816859,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625454,1.287155,1.783812,2.633172,2.929685,2.929685,3.2581,3.816859,4.271829,5.223968
1,5,anaphora,A20_C2,"Mientras el mecánico espera al compositor, él está probando un motor en el garaje.",2,NA,NA,NA,NA,NA,motor,piano,NA,NA,mecánico,compositor,A20_C2.wav,motor,A20subj.bmp,piano,A20obj.bmp,A20subj.bmp,A20subj.bmp,3.973191,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745228,1.393595,1.834432,2.712384,3.012812,3.177334,3.451565,3.973191,4.380893,5.332456
4,5,anaphora,A20_C3,"Mientras el mecánico espera al compositor, está probando un piano en el garaje.",3,NA,NA,NA,NA,NA,piano,motor,NA,NA,mecánico,compositor,A20_C3.wav,piano,A20obj.bmp,motor,A20subj.bmp,A20obj.bmp,A20subj.bmp,3.873155,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597767,1.281121,1.755476,2.616141,2.916491,2.916491,3.291072,3.873155,4.335157,5.17465
3,5,anaphora,A20_C4,"Mientras el mecánico espera al compositor, él está probando un piano en el garaje.",4,NA,NA,NA,NA,NA,piano,motor,NA,NA,mecánico,compositor,A20_C4.wav,piano,A20obj.bmp,motor,A20subj.bmp,A20obj.bmp,A20subj.bmp,3.808838,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653344,1.25154,1.679476,2.5395,2.840263,2.994962,3.254592,3.808838,4.250109,5.111065
3,6,anaphora,A21_C1,"Mientras el bombero desmiente al fumador, está pidiendo un extintor en el salón.",1,NA,NA,NA,NA,NA,extintor,cigarro,NA,NA,bombero,fumador,A21_C1.wav,extintor,A21subj.bmp,cigarro,A21obj.bmp,A21subj.bmp,A21subj.bmp,3.911837,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742419,1.324003,1.967973,2.644468,2.944874,2.944874,3.288939,3.911837,4.546372,5.376864
4,6,anaphora,A21_C2,"Mientras el bombero desmiente al fumador, él está pidiendo un extintor en el salón.",2,NA,NA,NA,NA,NA,extintor,cigarro,NA,NA,bombero,fumador,A21_C2.wav,extintor,A21subj.bmp,cigarro,A21obj.bmp,A21subj.bmp,A21subj.bmp,3.969527,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679879,1.222529,1.910713,2.588139,2.88872,3.052092,3.336115,3.969527,4.618558,5.53937
1,6,anaphora,A21_C3,"Mientras el bombero desmiente al fumador, está pidiendo un cigarro en el salón.",3,NA,NA,NA,NA,NA,cigarro,extintor,NA,NA,bombero,fumador,A21_C3.wav,cigarro,A21obj.bmp,extintor,A21subj.bmp,A21obj.bmp,A21subj.bmp,3.931852,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66631,1.151593,1.982185,2.649295,2.949874,2.949874,3.319348,3.931852,4.563908,5.358296
2,6,anaphora,A21_C4,"Mientras el bombero desmiente al fumador, él está pidiendo un cigarro en el salón.",4,NA,NA,NA,NA,NA,cigarro,extintor,NA,NA,bombero,fumador,A21_C4.wav,cigarro,A21obj.bmp,extintor,A21subj.bmp,A21obj.bmp,A21subj.bmp,3.794801,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579771,1.039802,1.732856,2.392138,2.692413,2.843185,3.130133,3.794801,4.34895,5.13922
1,6,anaphora,A22_C1,"Mientras el presentador entretiene al astronauta, está estudiando un programa en el sofá.",1,NA,NA,NA,NA,NA,programa,planeta,NA,NA,presentador,astronauta,A22_C1.wav,programa,A22subj.bmp,planeta,A22obj.bmp,A22subj.bmp,A22subj.bmp,4.208727,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.639546,1.406522,2.035987,2.874386,3.174814,3.174814,3.491867,4.208727,4.756032,5.508092
2,6,anaphora,A22_C2,"Mientras el presentador entretiene al astronauta, él está estudiando un programa en el sofá.",2,NA,NA,NA,NA,NA,programa,planeta,NA,NA,presentador,astronauta,A22_C2.wav,programa,A22subj.bmp,planeta,A22obj.bmp,A22subj.bmp,A22subj.bmp,4.409173,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.671353,1.397765,2.144093,3.0237,3.324074,3.516654,3.787635,4.409173,4.938941,5.699623
3,6,anaphora,A22_C3,"Mientras el presentador entretiene al astronauta, está estudiando un planeta en el sofá.",3,NA,NA,NA,NA,NA,planeta,programa,NA,NA,presentador,astronauta,A22_C3.wav,planeta,A22obj.bmp,programa,A22subj.bmp,A22obj.bmp,A22subj.bmp,4.224858,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701061,1.421259,2.080023,2.932178,3.233163,3.233163,3.558184,4.224858,4.732118,5.526762
4,6,anaphora,A22_C4,"Mientras el presentador entretiene al astronauta, él está estudiando un planeta en el sofá.",4,NA,NA,NA,NA,NA,planeta,programa,NA,NA,presentador,astronauta,A22_C4.wav,planeta,A22obj.bmp,programa,A22subj.bmp,A22obj.bmp,A22subj.bmp,4.25053,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.650351,1.324088,2.005668,2.858092,3.158425,3.313401,3.597279,4.25053,4.764304,5.482434
2,6,anaphora,A23_C1,"Mientras el periodista sigue al guionista, está filmando un reportaje en el bosque.",1,NA,NA,NA,NA,NA,reportaje,episodio,NA,NA,periodista,guionista,A23_C1.wav,reportaje,A23subj.bmp,episodio,A23obj.bmp,A23subj.bmp,A23subj.bmp,3.830608,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660454,1.369111,1.794648,2.594024,2.894294,2.894294,3.245721,3.830608,4.540204,5.234077
1,6,anaphora,A23_C2,"Mientras el periodista sigue al guionista, él está filmando un reportaje en el bosque.",2,NA,NA,NA,NA,NA,reportaje,episodio,NA,NA,periodista,guionista,A23_C2.wav,reportaje,A23subj.bmp,episodio,A23obj.bmp,A23subj.bmp,A23subj.bmp,3.777513,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594074,1.27358,1.623189,2.426616,2.726903,2.894793,3.194665,3.777513,4.449627,5.181433
4,6,anaphora,A23_C3,"Mientras el periodista sigue al guionista, está filmando un episodio en el bosque.",3,NA,NA,NA,NA,NA,episodio,reportaje,NA,NA,periodista,guionista,A23_C3.wav,episodio,A23obj.bmp,reportaje,A23subj.bmp,A23obj.bmp,A23subj.bmp,3.798745,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629655,1.298027,1.758904,2.556782,2.857195,2.857195,3.166272,3.798745,4.401193,5.139563
3,6,anaphora,A23_C4,"Mientras el periodista sigue al guionista, él está filmando un episodio en el bosque.",4,NA,NA,NA,NA,NA,episodio,reportaje,NA,NA,periodista,guionista,A23_C4.wav,episodio,A23obj.bmp,reportaje,A23subj.bmp,A23obj.bmp,A23subj.bmp,4.00413,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657315,1.372427,1.790131,2.644208,2.94495,3.11352,3.406603,4.00413,4.592553,5.337899
4,6,anaphora,A24_C1,"Mientras el ingeniero habla al diseñador, está dibujando un robot en el estudio.",1,NA,NA,NA,NA,NA,robot,jersey,NA,NA,ingeniero,diseñador,A24_C1.wav,robot,A24subj.bmp,jersey,A24obj.bmp,A24subj.bmp,A24subj.bmp,3.563171,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659811,1.213691,1.578322,2.316162,2.616338,2.616338,2.949563,3.563171,3.934795,4.773604
3,6,anaphora,A24_C2,"Mientras el ingeniero habla al diseñador, él está dibujando un robot en el estudio.",2,NA,NA,NA,NA,NA,robot,jersey,NA,NA,ingeniero,diseñador,A24_C2.wav,robot,A24subj.bmp,jersey,A24obj.bmp,A24subj.bmp,A24subj.bmp,3.893316,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631437,1.274907,1.75085,2.4571,2.7571,2.915957,3.204008,3.893316,4.306066,5.20424
2,6,anaphora,A24_C3,"Mientras el ingeniero habla al diseñador, está dibujando un jersey en el estudio.",3,NA,NA,NA,NA,NA,jersey,robot,NA,NA,ingeniero,diseñador,A24_C3.wav,jersey,A24obj.bmp,robot,A24subj.bmp,A24obj.bmp,A24subj.bmp,3.592207,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.668853,1.222483,1.539466,2.303282,2.603471,2.603471,2.985938,3.592207,4.12346,5.009955
1,6,anaphora,A24_C4,"Mientras el ingeniero habla al diseñador, él está dibujando un jersey en el estudio.",4,NA,NA,NA,NA,NA,jersey,robot,NA,NA,ingeniero,diseñador,A24_C4.wav,jersey,A24obj.bmp,robot,A24subj.bmp,A24obj.bmp,A24subj.bmp,3.750445,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645359,1.320701,1.622361,2.345327,2.644594,2.801451,3.103651,3.750445,4.258627,5.131582
1,7,anaphora,A25_C1,"Mientras el inspector interrumpe al famoso, está escribiendo un documento en el hotel.",1,NA,NA,NA,NA,NA,documento,autógrafo,NA,NA,inspector,famoso,A25_C1.wav,documento,A25subj.bmp,autógrafo,A25obj.bmp,A25subj.bmp,A25subj.bmp,3.968073,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658228,1.29581,1.974667,2.663167,2.963238,2.963238,3.285953,3.968073,4.556062,5.331029
2,7,anaphora,A25_C2,"Mientras el inspector interrumpe al famoso, él está escribiendo un documento en el hotel.",2,NA,NA,NA,NA,NA,documento,autógrafo,NA,NA,inspector,famoso,A25_C2.wav,documento,A25subj.bmp,autógrafo,A25obj.bmp,A25subj.bmp,A25subj.bmp,4.032568,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638221,1.312827,1.974118,2.661157,2.961452,3.11707,3.382148,4.032568,4.663141,5.364784
3,7,anaphora,A25_C3,"Mientras el inspector interrumpe al famoso, está escribiendo un autógrafo en el hotel.",3,NA,NA,NA,NA,NA,autógrafo,documento,NA,NA,inspector,famoso,A25_C3.wav,autógrafo,A25obj.bmp,documento,A25subj.bmp,A25obj.bmp,A25subj.bmp,4.057798,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654165,1.280715,1.97361,2.692672,2.993397,2.993397,3.348137,4.057798,4.726789,5.508661
4,7,anaphora,A25_C4,"Mientras el inspector interrumpe al famoso, él está escribiendo un autógrafo en el hotel.",4,NA,NA,NA,NA,NA,autógrafo,documento,NA,NA,inspector,famoso,A25_C4.wav,autógrafo,A25obj.bmp,documento,A25subj.bmp,A25obj.bmp,A25subj.bmp,3.952501,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591811,1.201466,1.908753,2.57707,2.877507,3.038823,3.329135,3.952501,4.608298,5.274412
3,7,anaphora,A26_C1,"Mientras el director investiga al dentista, está arreglando un contrato en la clínica.",1,NA,NA,NA,NA,NA,contrato,implante,NA,NA,director,dentista,A26_C1.wav,contrato,A26subj.bmp,implante,A26obj.bmp,A26subj.bmp,A26subj.bmp,3.946506,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662013,1.191539,1.926018,2.70185,3.002355,3.002355,3.377434,3.946506,4.48638,5.325352
4,7,anaphora,A26_C2,"Mientras el director investiga al dentista, él está arreglando un contrato en la clínica.",2,NA,NA,NA,NA,NA,contrato,implante,NA,NA,director,dentista,A26_C2.wav,contrato,A26subj.bmp,implante,A26obj.bmp,A26subj.bmp,A26subj.bmp,3.943579,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603312,1.112646,1.804461,2.575446,2.876027,3.025592,3.316616,3.943579,4.517862,5.404119
1,7,anaphora,A26_C3,"Mientras el director investiga al dentista, está arreglando un implante en la clínica.",3,NA,NA,NA,NA,NA,implante,contrato,NA,NA,director,dentista,A26_C3.wav,implante,A26obj.bmp,contrato,A26subj.bmp,A26obj.bmp,A26subj.bmp,4.006755,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.643546,1.158786,1.910636,2.625039,2.925039,2.925039,3.347742,4.006755,4.558174,5.380968
2,7,anaphora,A26_C4,"Mientras el director investiga al dentista, él está arreglando un implante en la clínica.",4,NA,NA,NA,NA,NA,implante,contrato,NA,NA,director,dentista,A26_C4.wav,implante,A26obj.bmp,contrato,A26subj.bmp,A26obj.bmp,A26subj.bmp,4.047193,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628944,1.16568,1.909987,2.616997,2.917002,3.10966,3.47374,4.047193,4.61901,5.455358
4,7,anaphora,A27_C1,"Mientras el astrónomo recoge al biólogo, está llevando un telescopio a la facultad.",1,NA,NA,NA,NA,NA,telescopio,microscopio,NA,NA,astrónomo,biólogo,A27_C1.wav,telescopio,A27subj.bmp,microscopio,A27obj.bmp,A27subj.bmp,A27subj.bmp,3.444582,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568208,1.152003,1.685837,2.309304,2.609471,2.609471,2.944081,3.444582,4.043017,4.90825
3,7,anaphora,A27_C2,"Mientras el astrónomo recoge al biólogo, él está llevando un telescopio a la facultad.",2,NA,NA,NA,NA,NA,telescopio,microscopio,NA,NA,astrónomo,biólogo,A27_C2.wav,telescopio,A27subj.bmp,microscopio,A27obj.bmp,A27subj.bmp,A27subj.bmp,3.768335,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.649666,1.250877,1.818096,2.501651,2.801684,2.9249,3.219223,3.768335,4.426207,5.295238
2,7,anaphora,A27_C3,"Mientras el astrónomo recoge al biólogo, está llevando un microscopio a la facultad.",3,NA,NA,NA,NA,NA,microscopio,telescopio,NA,NA,astrónomo,biólogo,A27_C3.wav,microscopio,A27obj.bmp,telescopio,A27subj.bmp,A27obj.bmp,A27subj.bmp,3.534402,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635233,1.226558,1.794588,2.42259,2.723487,2.723487,3.062091,3.534402,4.23346,5.100097
1,7,anaphora,A27_C4,"Mientras el astrónomo recoge al biólogo, él está llevando un microscopio a la facultad.",4,NA,NA,NA,NA,NA,microscopio,telescopio,NA,NA,astrónomo,biólogo,A27_C4.wav,microscopio,A27obj.bmp,telescopio,A27subj.bmp,A27obj.bmp,A27subj.bmp,3.575195,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589722,1.143166,1.72066,2.400031,2.700396,2.864102,3.11889,3.575195,4.254092,5.043303
